2018_rank,name,2018_net_worth,age,2018_source,2018_country,2018_industry,founder,some_wealth_inheritance,major_wealth_inheritance,ethnicity,misc
1717,bruce flatt,1.3,54,money management,canada,,,,,,
1717,donald foss,1.3,75,auto loans,united states,,,,,,
1717,reinold geiger,1.3,72,beauty products,austria,,,,,,
1717,anne gittinger,1.3,83,nordstrom department stores,united states,,,,,,
1717,sue gross,1.3,69,investments,united states,,,,,,
1717,surjit kumar gupta,1.3,77,electrical equipment,india,,,,,,
1717,said gutseriev,1.3,31,oil,"retail""",russia,,,,,
1717,stelios haji-ioannou,1.3,52,easyjet,cyprus,,,,,,
1717,yusuf hamied,1.3,82,pharmaceuticals,india,,,,,,
1717,ayman hariri,1.3,41,construction,"investments""",lebanon,,,,,
1717,he xiaopeng,1.3,41,electric vehicles,china,,,,,,
1717,ilona herlin,1.3,54,elevators,"escalators""",finland,,,,,
1717,eduardo hochschild,1.3,55,mining,peru,,,,,,
1717,huang li,1.3,56,imaging systems,china,,,,,,
1717,huang wen tsai,1.3,66,real estate,china,,,,,,
1717,archie hwang,1.3,66,semiconductors,taiwan,,,,,,
1717,mitchell jacobson,1.3,68,industrial equipment,united states,,,,,,
1717,alexander karp,1.3,51,software firm,united states,,,,,,
1717,eugene kaspersky,1.3,53,software,russia,,,,,,
1717,raghuvinder kataria,1.3,70,diversified,united kingdom,,,,,,
1717,sergei katsiev,1.3,61,retail,"wholesale""",russia,,,,,
1717,sidney kimmel,1.3,91,retail,united states,,,,,,
1717,friedrich knapp,1.3,68,fashion retail,germany,,,,,,
1717,sergei kolesnikov,1.3,47,building materials,russia,,,,,,
1717,andrei kosogov,1.3,58,oil,banking,"telecom""",russia,,,,
1717,yuri kovalchuk,1.3,67,banking,insurance,"media""",russia,,,,
1717,lai jianping,1.3,-,soy sauce,china,,,,,,
1717,manfredi lefebvre d'ovidio,1.3,66,cruises,italy,,,,,,
1717,li hongxin,1.3,66,paper & related products,china,,,,,,
1717,li tan,1.3,54,pharmaceuticals,china,,,,,,
1717,william li,1.3,44,automobiles,china,,,,,,
1717,li yongxin,1.3,43,education,china,,,,,,
1717,liang feng,1.3,50,manufacturing,china,,,,,,
1717,k.c. liu,1.3,65,manufacturing,taiwan,,,,,,
1717,lo siu-tong,1.3,88,real estate,"hotels""",hong kong,,,,,
1717,cargill macmillan,"iii.""",1.3,59,cargill,united states,heavy industry,no,yes,yes,white
1717,john macmillan,1.3,69,cargill,united states,heavy industry,no,yes,yes,white,
1717,martha macmillan,1.3,67,cargill,united states,heavy industry,no,yes,yes,white,
1717,william macmillan,1.3,65,cargill,united states,heavy industry,no,yes,yes,white,
1717,gary magness,1.3,65,cable tv,"investments""",united states,,,,,
1717,tsuyoshi matsushita,1.3,48,fitness products,japan,,,,,,
1717,thomas meyer,1.3,60,apparel retailer,switzerland,,,,,,
1717,eugene murtagh,1.3,77,building materials,ireland,,,,,,
1717,nguyen dang quang,1.3,55,consumer products,"banking""",vietnam,,,,,
1717,ou zonghong,1.3,49,real estate,china,,,,,,
1717,arvind poddar,1.3,61,tires,india,,,,,,
1717,megdet rahimkulov,1.3,73,investments,russia,,,,,,
1717,dani reiss,1.3,45,down jackets,canada,,,,,,
1717,jorge rodriguez rodriguez,1.3,73,processed milk,peru,,,,,,
1717,alexander rovt,1.3,66,fertilizer,"real estate""",united states,,,,,
1717,igor rybakov,1.3,47,building materials,russia,,,,,,
1717,lily safra,1.3,81,banking,monaco,,,,,,
1717,eddy kusnadi sariaatmadja,1.3,65,media,"tech""",indonesia,,,,,
1717,steven sarowitz,1.3,53,payroll software,united states,,,,,,
1717,dieter schnabel,1.3,73,chemicals,germany,,,,,,
1717,airat shaimiev,1.3,57,refinery,"chemicals""",russia,,,,,
1717,radik shaimiev,1.3,54,refinery,"chemicals""",russia,,,,,
1717,song wenguang,1.3,59,tires,china,,,,,,
1717,manny stul,1.3,70,toys,australia,,,,,,
1717,su rubo,1.3,64,real estate,china,,,,,,
1717,djoko susanto,1.3,69,supermarkets,indonesia,,,,,,
1717,sukanto tanoto,1.3,69,diversified,indonesia,,,,,,
1717,wim van der leegte,1.3,71,manufacturing,netherlands,,,,,,
1717,murat vargi,1.3,71,telecom,turkey,,,,,,
1717,rufino vigil gonzalez,1.3,71,steel,mexico,,,,,,
1717,thongma vijitpongpun,1.3,61,real estate,thailand,,,,,,
1717,wang ren-sheng,1.3,87,retail,taiwan,,,,,,
1717,wang yaohai,1.3,52,lighting,china,,,,,,
1717,wong man li,1.3,54,furniture,hong kong,,,,,,
1717,thomas wu,1.3,69,finance,taiwan,,,,,,
1717,xu shugen,1.3,54,construction,"mining machinery""",china,,,,,
1717,xue hua,1.3,49,agribusiness,china,,,,,,
1717,yao kuizhang,1.3,54,beverages,china,,,,,,
1717,albert yeung,1.3,76,real estate,"retail""",hong kong,,,,,
1717,yi zheng,1.3,48,software,china,,,,,,
1717,zhang xuanning,1.3,49,retail,china,,,,,,
1717,zhou bajin,1.3,84,auto parts,china,,,,,,
1717,zhou yongli,1.3,64,conglomerate,china,,,,,,
1818,khalifa bin butti al muhairi,1.2,40,hospitals,"investments""",united arab emirates,,,,,
1818,mori arkin,1.2,66,pharmaceuticals,israel,,,,,,
1818,emilio azcarraga jean,1.2,51,tv broadcasting,mexico,,,,,,
1818,thomas bailey,1.2,82,money management,united states,,,,,,
1818,harindarpal banga,1.2,68,commodities,india,,,,,,
1818,samuel barata,1.2,81,drugstores,brazil,,,,,,
1818,elena baturina,1.2,56,investments,"real estate""",russia,,,,,
1818,wilhelm beier,1.2,63,pharmaceuticals,germany,,,,,,
1818,henadiy boholyubov,1.2,57,banking,"investments""",ukraine,,,,,
1818,oleg boyko,1.2,54,diversified,russia,,,,,,
1818,j. hyatt brown,1.2,82,insurance,united states,,,,,,
1818,paolo bulgari,1.2,81,luxury goods,italy,,,,,,
1818,chen dejun,1.2,49,package delivery,china,,,,,,
1818,chen huwen,1.2,49,stationery,china,,,,,,
1818,chen huxiong,1.2,49,stationery,china,,,,,,
1818,cheng wei,1.2,36,ride-hailing service,china,,,,,,
1818,chi yufeng,1.2,48,software,china,,,,,,
1818,manas chiaravanond,1.2,-,diversified,thailand,,,,,,
1818,yupa chiaravanond,1.2,-,diversified,thailand,,,,,,
1818,phongthep chiaravanont,1.2,67,diversified,thailand,,,,,,
1818,prathip chiravanond,1.2,-,diversified,thailand,,,,,,
1818,cho jung-ho,1.2,60,finance,south korea,,,,,,
1818,chung mong-joon,1.2,67,shipbuilding,"industrial machines""",south korea,,,,,
1818,dang yanbao,1.2,46,coal,china,,,,,,
1818,dong fan,1.2,49,medical devices,china,,,,,,
1818,fritz draexlmaier,1.2,-,auto parts,germany,,,,,,
1818,james duff,1.2,58,tires,"diversified""",united states,,,,,
1818,thomas duff,1.2,62,tires,"diversified""",united states,,,,,
1818,joseph edelman,1.2,64,hedge funds,united states,,,,,,
1818,henry engelhardt,1.2,61,insurance,united states,,,,,,
1818,gleb fetisov,1.2,53,investments,russia,,,,,,
1818,j. christopher flowers,1.2,61,investments,united states,,,,,,
1818,donald friese,1.2,78,manufacturing,united states,,,,,,
1818,yasuhiro fukushima,1.2,71,video games,japan,,,,,,
1818,antonio gallardo ballart,1.2,83,pharmaceuticals,spain,,,,,,
1818,jorge gallardo ballart,1.2,77,pharmaceuticals,spain,,,,,,
1818,dan gertler,1.2,45,mining,israel,,,,,,
1818,clelia haji-ioannou,1.2,48,easyjet,cyprus,,,,,,
1818,fahed hariri,1.2,38,construction,"investments""",lebanon,,,,,
1818,alfredo harp helu,1.2,75,banking,mexico,,,,,,
1818,richard hayne,1.2,71,urban outfitters,united states,,,,,,
1818,hu chengzhong,1.2,58,manufacturing,china,,,,,,
1818,hu keqin,1.2,61,chemicals,china,,,,,,
1818,huang dawen,1.2,58,silicon,hong kong,,,,,,
1818,huang xiaofen,1.2,57,printed circuit boards,china,,,,,,
1818,irwin jacobs,1.2,85,semiconductors,united states,,,,,,
1818,thomas james,1.2,77,finance,united states,,,,,,
1818,somporn juangroongruangkit,1.2,68,auto parts,thailand,,,,,,
1818,johannes kaercher,1.2,68,vacuums,"cleaning products""",germany,,,,,
1818,t.s. kalyanaraman,1.2,72,jewelry,india,,,,,,
1818,viktor kharitonin,1.2,46,pharmaceuticals,russia,,,,,,
1818,koh wee meng,1.2,56,real estate,"hotels""",singapore,,,,,
1818,miguel krigsner,1.2,69,cosmetics,brazil,,,,,,
1818,mustafa kucuk,1.2,56,fashion retail,turkey,,,,,,
1818,lai jianfa,1.2,49,express delivery,china,,,,,,
1818,frank laukien,1.2,59,scientific equipment,united states,,,,,,
1818,michiel le roux,1.2,70,banking,south africa,,,,,,
1818,li guoqiang,1.2,55,auto dealerships,china,,,,,,
1818,liang guangwei,1.2,55,conglomerate,china,,,,,,
1818,lim wee chai,1.2,61,rubber gloves,malaysia,,,,,,
1818,liu gexin,1.2,68,pharmaceuticals,china,,,,,,
1818,youssef mansour,1.2,74,diversified,egypt,,,,,,
1818,john martin,1.2,68,pharmaceuticals,united states,,,,,,
1818,terence (terry) matthews,1.2,76,telecom,canada,,,,,,
1818,nikita mishin,1.2,47,ports,"railway transport""",russia,,,,,
1818,toshio motoya,1.2,76,hotels,japan,,,,,,
1818,jerry moyes,1.2,75,transportation,united states,,,,,,
1818,kerr neilson,1.2,69,investments,australia,,,,,,
1818,ni zhaoxing,1.2,63,real estate,china,,,,,,
1818,konstantin nikolaev,1.2,48,ports,"railway transport""",russia,,,,,
1818,bruce nordstrom,1.2,85,nordstrom department stores,united states,,,,,,
1818,ou xueming,1.2,70,real estate,china,,,,,,
1818,eren ozmen,1.2,60,aerospace,united states,,,,,,
1818,fatih ozmen,1.2,61,aerospace,united states,,,,,,
1818,david paul,1.2,52,medical devices,united states,,,,,,
1818,david penaloza alanis,1.2,45,toll roads,mexico,,,,,,
1818,mark pincus,1.2,53,online games,united states,,,,,,
1818,jorge pinheiro koren de lima,1.2,46,hospitals,"health insurance""",brazil,,,,,
1818,candido pinheiro koren de lima junior,1.2,48,hospitals,"health insurance""",brazil,,,,,
1818,ricardo po,"sr.""",1.2,88,canned food,philippines,,,,,
1818,alberto prada,1.2,65,luxury goods,italy,,,,,,
1818,marina prada,1.2,74,luxury goods,italy,,,,,,
1818,tom preston-werner,1.2,39,collaborative software,united states,,,,,,
1818,k. rai sahi,1.2,73,real estate,canada,,,,,,
1818,karin schick,1.2,-,information technology,germany,,,,,,
1818,albert shigaboutdinov,1.2,66,refinery,"chemicals""",russia,,,,,
1818,shin dong-guk,1.2,69,pharmaceuticals,south korea,,,,,,
1818,terry snow,1.2,75,airports,"real estate""",australia,,,,,
1818,rustem sulteev,1.2,65,refinery,"chemicals""",russia,,,,,
1818,sun xishuang,1.2,66,real estate,china,,,,,,
1818,sam tarascio,1.2,74,real estate,australia,,,,,,
1818,ion tiriac,1.2,80,banking,"insurance""",romania,,,,,
1818,torsten toeller,1.2,53,pet food,germany,,,,,,
1818,fuat tosyali,1.2,56,steel,turkey,,,,,,
1818,tsai chi-jui,1.2,79,shoes,taiwan,,,,,,
1818,tseng sing-ai,1.2,-,petrochemicals,taiwan,,,,,,
1818,thomas tull,1.2,49,movies,"investments""",united states,,,,,
1818,jayshree ullal,1.2,58,computer networking,united states,,,,,,
1818,wang jian,1.2,65,healthcare services,china,,,,,,
1818,wang qunbin,1.2,49,conglomerate,china,,,,,,
1818,wang zhendong,1.2,43,education,china,,,,,,
1818,wen pengcheng,1.2,56,agribusiness,china,,,,,,
1818,allan wong,1.2,69,electronics,hong kong,,,,,,
1818,wong chun hong,1.2,64,real estate,united kingdom,,,,,,
1818,wong kwong yu,1.2,50,retail,china,,,,,,
1818,wu jianshu,1.2,55,auto parts,hong kong,,,,,,
1818,wu xu,1.2,55,real estate,st. kitts and nevis,,,,,,
1818,xie ketao,1.2,55,education,china,,,,,,
1818,xiong xuqiang,1.2,62,real estate,hong kong,,,,,,
1818,xiu laigui,1.2,65,pharmaceuticals,china,,,,,,
1818,xu xudong,1.2,49,auto parts,china,,,,,,
1818,george yancopoulos,1.2,59,pharmaceuticals,united states,,,,,,
1818,yang shaopeng,1.2,61,shipping,china,,,,,,
1818,yao jinbo,1.2,43,online marketplace,china,,,,,,
1818,ye cheng,1.2,57,conglomerate,china,,,,,,
1818,yu guo,1.2,57,education,china,,,,,,
1818,richard yuengling,"jr""",1.2,76,beer,united states,,,,,
1818,zhang keqiang,1.2,59,real estate,china,,,,,,
1818,zhang wanzhen,1.2,69,electronic components,china,,,,,,
1818,zhang xiaojuan,1.2,49,logistics,china,,,,,,
1818,changpeng zhao,1.2,43,cryptocurrency exchange,china,,,,,,
1818,zhuo jun,1.2,53,printed circuit boards,hong kong,,,,,,
1818,susanne zimmermann von siefart,1.2,62,vacuums,"cleaning products""",germany,,,,,
1941,william ackman,1.1,53,hedge funds,united states,,,,,,
1941,anu aga,1.1,76,engineering,india,,,,,,
1941,radhe shyam agarwal,1.1,74,consumer goods,india,,,,,,
1941,maria angela aguiar bellizia,1.1,55,banking,brazil,,,,,,
1941,hamdi akin,1.1,64,diversified,turkey,,,,,,
1941,folorunsho alakija,1.1,68,oil,nigeria,,,,,,
1941,anant asavabhokin,1.1,68,real estate,thailand,,,,,,
1941,achal bakeri,1.1,59,air coolers,india,,,,,,
1941,maurizio billi,1.1,61,generic drugs,brazil,,,,,,
1941,zadik bino,1.1,75,banking,"oil""",israel,,,,,
1941,sara blakely,1.1,48,spanx,united states,,,,,,
1941,adam bowen,1.1,43,e-cigarettes,united states,,,,,,
1941,anna maria braun,1.1,40,medical technology,germany,,,,,,
1941,johanna braun,1.1,39,medical technology,germany,,,,,,
1941,karl friedrich braun,1.1,36,medical technology,germany,,,,,,
1941,pradip burman,1.1,76,consumer goods,india,,,,,,
1941,r.g. chandramogan,1.1,70,dairy,india,,,,,,
1941,che fengsheng,1.1,56,pharmaceuticals,china,,,,,,
1941,chen tianqiao,1.1,46,online games,china,,,,,,
1941,chen xiaoying,1.1,42,package delivery,china,,,,,,
1941,bruce cheng,1.1,83,electronics,taiwan,,,,,,
1941,chu jinfu,1.1,62,electrical equipment,china,,,,,,
1941,chung yong-jin,1.1,50,retail,south korea,,,,,,
1941,ciputra,1.1,87,real estate,indonesia,,,,,,
1941,gustavo cisneros,1.1,74,media,venezuela,,,,,,
1941,jack cockwell,1.1,78,real estate,"private equity""",canada,,,,,
1941,sandor csanyi,1.1,66,finance,"real estate""",hungary,,,,,
1941,mark dixon,1.1,60,office real estate,united kingdom,,,,,,
1941,sandeep engineer,1.1,58,plastic pipes,india,,,,,,
1941,andrei filatov,1.1,47,ports,"railway transport""",russia,,,,,
1941,paul fireman,1.1,75,reebok,united states,,,,,,
1941,soichiro fukutake,1.1,73,education,japan,,,,,,
1941,gaston glock,1.1,90,guns,austria,,,,,,
1941,radhe shyam goenka,1.1,73,consumer goods,india,,,,,,
1941,jeff green,1.1,42,digital advertising,united states,,,,,,
1941,mehmet nazif gunal,1.1,71,tourism,"construction""",turkey,,,,,
1941,guo ziwen,1.1,55,real estate,china,,,,,,
1941,polys haji-ioannou,1.1,59,easyjet,cyprus,,,,,,
1941,francis holder,1.1,78,bakeries,france,,,,,,
1941,mohammed ibrahim,1.1,73,communications,united kingdom,,,,,,
1941,jin huiming,1.1,66,real estate,china,,,,,,
1941,richard kayne,1.1,73,investments,united states,,,,,,
1941,kim nam-jung,1.1,46,food,south korea,,,,,,
1941,jim koch,1.1,70,beer,united states,,,,,,
1941,ihor kolomoyskyy,1.1,56,banking,"investments""",ukraine,,,,,
1941,koo bon-sik,1.1,61,electronics/household products,south korea,,,,,,
1941,hemendra kothari,1.1,72,financial services,india,,,,,,
1941,kagemasa kozuki,1.1,78,video games,japan,,,,,,
1941,lam lung on,1.1,54,real estate,china,,,,,,
1941,lee joon-ho,1.1,54,online games,south korea,,,,,,
1941,mark leonard,1.1,63,software,canada,,,,,,
1941,theodore leonsis,1.1,63,sports teams,united states,,,,,,
1941,nancy lerner,1.1,59,banking,"credit cards""",united states,,,,,
1941,norma lerner,1.1,83,banking,united states,,,,,,
1941,randolph lerner,1.1,57,banking,"credit cards""",united states,,,,,
1941,vladimir leschikov,1.1,62,real estate,russia,,,,,,
1941,li fengluan,1.1,-,steel,"diversified""",china,,,,,
1941,li jiaquan,1.1,55,chemicals,china,,,,,,
1941,liang zhaoxian,1.1,54,appliances,china,,,,,,
1941,lin dingqiang,1.1,52,real estate,hong kong,,,,,,
1941,louise lindh,1.1,39,investments,sweden,,,,,,
1941,liu xuejing,1.1,68,copper,"poultry""",china,,,,,
1941,liu zhendong,1.1,48,industrial parks,china,,,,,,
1941,jose llado fernandez-urrutia,1.1,85,construction,spain,,,,,,
1941,lo ka shui,1.1,72,real estate,hong kong,,,,,,
1941,frederic luddy,1.1,64,software,united states,,,,,,
1941,william macaulay,1.1,73,energy investments,united states,,,,,,
1941,duncan macmillan,1.1,81,bloomberg lp,united states,,,,,,
1941,ana maria marcondes penido sant'anna,1.1,63,toll roads,brazil,,,,,,
1941,katarina martinson,1.1,38,investments,sweden,,,,,,
1941,rubens menin teixeira de souza,1.1,63,home building,"banking""",brazil,,,,,
1941,p.n.c. menon,1.1,70,real estate,oman,,,,,,
1941,mi enhua,1.1,61,retail,china,,,,,,
1941,james monsees,1.1,39,e-cigarettes,united states,,,,,,
1941,simon nixon,1.1,51,price comparison website,united kingdom,,,,,,
1941,liora ofer,1.1,65,investments,israel,,,,,,
1941,madeleine olsson ericksson,1.1,74,diversified,sweden,,,,,,
1941,roberto ongpin,1.1,82,diversified,philippines,,,,,,
1941,vitaly orlov,1.1,54,fisheries,russia,,,,,,
1941,alberto palatchi,1.1,70,wedding dresses,spain,,,,,,
1941,andreas pohl,1.1,54,mutual funds,germany,,,,,,
1941,reinfried pohl,"jr""",1.1,59,mutual funds,germany,,,,,
1941,michael price,1.1,67,investments,united states,,,,,,
1941,andrei rappoport,1.1,56,investments,russia,,,,,,
1941,boris rotenberg,1.1,62,construction,pipes,"chemicals""",russia,,,,
1941,steven roth,1.1,77,real estate,united states,,,,,,
1941,chanchai ruayrungruang,1.1,65,real estate,china,,,,,,
1941,chris sacca,1.1,44,venture capital investing,united states,,,,,,
1941,deniz sahenk,1.1,73,diversified,turkey,,,,,,
1941,steven schuurman,1.1,43,software,netherlands,,,,,,
1941,alice schwartz,1.1,93,biotech,united states,,,,,,
1941,shen yuxing,1.1,60,real estate,china,,,,,,
1941,shin dong-bin,1.1,64,retail,south korea,,,,,,
1941,michael steinhardt,1.1,78,hedge funds,united states,,,,,,
1941,svein stole,1.1,56,investments,norway,,,,,,
1941,harjo sutanto,1.1,93,consumer goods,indonesia,,,,,,
1941,hary tanoesoedibjo,1.1,53,media,indonesia,,,,,,
1941,rit thirakomen,1.1,68,restaurants,thailand,,,,,,
1941,ayhan tosyali,1.1,55,steel,turkey,,,,,,
1941,fatih tosyali,1.1,53,steel,turkey,,,,,,
1941,shoji uehara,1.1,91,pharmaceuticals,japan,,,,,,
1941,pieter van der does,1.1,50,payments software,netherlands,,,,,,
1941,wang jianfeng,1.1,49,auto parts,china,,,,,,
1941,wang miaotong,1.1,62,auto parts,china,,,,,,
1941,wen yibo,1.1,53,wastewater treatment,china,,,,,,
1941,anthony wood,1.1,53,roku,united states,,,,,,
1941,xu bo,1.1,41,mobile games,china,,,,,,
1941,xu qiming,1.1,56,food,"art""",china,,,,,
1941,mark yang,1.1,44,e-commerce,china,,,,,,
1941,you xiaoping,1.1,61,chemicals,"spandex""",china,,,,,
1941,zan shengda,1.1,56,diversified,china,,,,,,
1941,zhang guiping,1.1,67,real estate,china,,,,,,
1941,zhang yubai,1.1,54,wine,china,,,,,,
1941,zhang zhixiang,1.1,52,steel,china,,,,,,
1941,zheng yuewen,1.1,57,investments,china,,,,,,
1941,zhou zongwen,1.1,62,jewelry,china,,,,,,
2057,soegiarto adikoesoemo,1,81,chemicals,indonesia,,,,,,
2057,chirayu amin,1,72,pharmaceuticals,india,,,,,,
2057,masaaki arai,1,54,home sales,japan,,,,,,
2057,jose maria aristrain,1,56,steel,spain,,,,,,
2057,tatyana bakalchuk,1,43,ecommerce,russia,,,,,,
2057,binny bansal,1,36,flipkart,india,,,,,,
2057,sachin bansal,1,37,flipkart,india,,,,,,
2057,sanjeev bikhchandani,1,56,internet,india,,,,,,
2057,leonid boguslavsky,1,68,venture capital,russia,,,,,,
2057,ludwig theodor braun,1,29,medical technology,germany,,,,,,
2057,matthew calkins,1,46,software,united states,,,,,,
2057,safra catz,1,57,software,united states,,,,,,
2057,morris chang,1,88,semiconductors,taiwan,,,,,,
2057,chen zhuolin,1,57,real estate,china,,,,,,
2057,richard desmond,1,67,publishing,united kingdom,,,,,,
2057,marek dospiva,1,50,investments,czech republic,,,,,,
2057,du sha,1,72,hypermarkets,china,,,,,,
2057,charles dunstone,1,55,mobile phones,united kingdom,,,,,,
2057,alexander dzhaparidze,1,63,oil services,russia,,,,,,
2057,wolfgang egger,1,53,real estate,germany,,,,,,
2057,david fattal,1,62,hotels,israel,,,,,,
2057,robert friedland,1,68,mining,united states,,,,,,
2057,william fung,1,70,sourcing,hong kong,,,,,,
2057,gao tianguo,1,67,real estate,"finance""",china,,,,,
2057,gao yunfeng,1,52,industrial lasers,china,,,,,,
2057,john goff,1,64,real estate,united states,,,,,,
2057,pedro grendene bartelle,1,69,shoes,brazil,,,,,,
2057,mimi haas,1,73,levi's jeans,united states,,,,,,
2057,david hall,1,67,automotive technology,united states,,,,,,
2057,ronnen harary,1,47,toys,canada,,,,,,
2057,jaroslav hascak,1,49,investments,slovakia,,,,,,
2057,he zhaoxi,1,45,software,china,,,,,,
2057,donald horton,1,69,homebuilding,united states,,,,,,
2057,huang hongyun,1,53,real estate,china,,,,,,
2057,huang qisen,1,54,real estate,china,,,,,,
2057,masayuki ishihara,1,70,pachinko machines,japan,,,,,,
2057,kylie jenner,1,21,cosmetics,united states,,,,,,
2057,jiang xuefei,1,49,printed circuit boards,china,,,,,,
2057,johan johannson,1,52,grocery stores,norway,,,,,,
2057,david kabiller,1,56,investment management,united states,,,,,,
2057,chatchai kaewbootta,1,68,auto loans,thailand,,,,,,
2057,morris kahn,1,89,software,israel,,,,,,
2057,jonas kamprad,1,53,ikea,sweden,,,,,,
2057,mathias kamprad,1,50,ikea,sweden,,,,,,
2057,peter kamprad,1,55,ikea,sweden,,,,,,
2057,andré kasprzak,1,32,shoes,denmark,,,,,,
2057,anna kasprzak,1,29,shoes,denmark,,,,,,
2057,michael kim,1,55,investment,south korea,,,,,,
2057,leo koguan,1,64,it provider,united states,,,,,,
2057,koo bon-neung,1,70,electronics,south korea,,,,,,
2057,guy laliberté,1,59,cirque du soleil,canada,,,,,,
2057,edward lampert,1,57,sears,united states,,,,,,
2057,lee sang-hyuk,1,48,investments,south korea,,,,,,
2057,li guangyu,1,55,education,china,,,,,,
2057,li li,1,53,healthcare,china,,,,,,
2057,john liew,1,51,investment management,united states,,,,,,
2057,lv yongxiang,1,69,magnetic switches,china,,,,,,
2057,ma yunsheng,1,56,energy,china,,,,,,
2057,bernardo matte,1,63,paper,chile,,,,,,
2057,eliodoro matte,1,73,paper,chile,,,,,,
2057,lorinc meszaros,1,53,diversified,hungary,,,,,,
2057,dariusz milek,1,51,real estate,"retail""",poland,,,,,
2057,lowell milken,1,70,investments,united states,,,,,,
2057,judith neilson,1,73,investments,australia,,,,,,
2057,ni zugen,1,62,appliances,china,,,,,,
2057,vadim novinsky,1,56,steel,ukraine,,,,,,
2057,kenny park,1,64,handbag manufacturing,south korea,,,,,,
2057,anton rabie,1,47,toys,canada,,,,,,
2057,carolyn rafaelian,1,52,jewelry,united states,,,,,,
2057,alan rydge,1,67,entertainment,australia,,,,,,
2057,evan sharp,1,36,pinterest,united states,,,,,,
2057,mikhail shelkov,1,51,titanium,russia,,,,,,
2057,shin dong-joo,1,65,retail,south korea,,,,,,
2057,zakhar smushkin,1,57,pulp and paper,"diversified""",russia,,,,,
2057,anastasia soare,1,61,cosmetics,united states,,,,,,
2057,axel stawski,1,68,real estate,united states,,,,,,
2057,beny steinmetz,1,63,mining,diamonds,"real estate""",israel,,,,
2057,sun mengquan,1,-,edible oil,china,,,,,,
2057,sun yinhuan,1,69,real estate,china,,,,,,
2057,james truchard,1,76,software,united states,,,,,,
2057,surin upatkoon,1,70,telecom,lotteries,"insurance""",thailand,,,,
2057,alexander vik,1,64,investments,norway,,,,,,
2057,wang junjin,1,50,airline,china,,,,,,
2057,wang muqing,1,68,auto distribution,china,,,,,,
2057,wang zhenghua,1,75,budget airline,china,,,,,,
2057,v. prem watsa,1,68,insurance,"investments""",canada,,,,,
2057,sandy weill,1,86,citigroup,united states,,,,,,
2057,wong hong king,1,57,real estate,china,,,,,,
2057,wu chung-yi,1,64,manufacturing,taiwan,,,,,,
2057,wu yiling,1,69,pharmaceuticals,china,,,,,,
2057,vadim yakunin,1,56,pharmacy,russia,,,,,,
2057,yan yude,1,58,private schools,china,,,,,,
2057,yang keng,1,58,real estate,china,,,,,,
2057,yang tingdong,1,59,brewery,china,,,,,,
2057,yu rong,1,47,health clinics,china,,,,,,
2057,zhu wenchen,1,53,pharmaceuticals,china,,,,,,
2057,boris zingarevich,1,60,pulp and paper,"diversified""",russia,,,,,
